feature_variant,lr,rollout_len,hidden_sizes,clip_coef,reward_temperature,max_episode_steps,seed,val_mse,final_reward,train_time_sec,episode_reward_log
full,0.0003,512,"(128, 128)",0.2,0.5,512,0,5620.482,192.24601549661082,255.88731237500906,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0003,512,"(128, 128)",0.2,0.5,512,1,3766.0747,203.323847920985,262.12780404201476,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0003,512,"(128, 128)",0.2,0.5,512,2,2330.0579,189.96422389847274,259.3981072080205,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0003,512,"(128, 128)",0.1,0.5,512,0,9231.018,197.97141192314103,260.8382691250299,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0003,512,"(128, 128)",0.1,0.5,512,1,8511.356,197.4493772042021,260.9096979590249,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0003,512,"(128, 128)",0.1,0.5,512,2,4206.885,195.5150502421435,261.222826333018,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0003,512,"(128, 128)",0.25,0.5,512,0,5942.1675,201.27162430891067,262.0985861670342,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0003,512,"(128, 128)",0.25,0.5,512,1,8581.148,197.15582802404114,261.90110254095634,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0003,512,"(128, 128)",0.25,0.5,512,2,6883.0635,199.1011586805639,261.84964625001885,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0003,512,"(256, 256)",0.2,0.5,512,0,2648.6821,204.95507583448472,261.8380057499744,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0003,512,"(256, 256)",0.2,0.5,512,1,5922.5723,196.28971674026565,261.5274791250122,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0003,512,"(256, 256)",0.2,0.5,512,2,11805.66,189.47979707401035,262.059624040965,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0003,512,"(256, 256)",0.1,0.5,512,0,9668.912,196.0216403972851,262.0363194589736,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0003,512,"(256, 256)",0.1,0.5,512,1,9433.61,198.24783889258367,261.99263791699195,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0003,512,"(256, 256)",0.1,0.5,512,2,5154.612,195.12595696374623,261.74423995800316,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0003,512,"(256, 256)",0.25,0.5,512,0,5406.5605,197.22560441979164,261.6398409170215,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0003,512,"(256, 256)",0.25,0.5,512,1,6532.384,189.9865714426258,261.8664164170041,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0003,512,"(256, 256)",0.25,0.5,512,2,9499.779,197.35428820799436,262.3903898340068,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0003,512,"(512, 512)",0.2,0.5,512,0,8598.221,198.40135015521452,262.28866654098965,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0003,512,"(512, 512)",0.2,0.5,512,1,10595.325,203.26986657662965,262.40353508404223,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0003,512,"(512, 512)",0.2,0.5,512,2,15057.903,190.33281692598513,262.46090308297426,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0003,512,"(512, 512)",0.1,0.5,512,0,7598.886,193.3848059305479,262.47802550002234,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0003,512,"(512, 512)",0.1,0.5,512,1,6309.9014,197.9648173119442,262.11212125001475,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0003,512,"(512, 512)",0.1,0.5,512,2,6050.858,194.75163044762166,262.3476399999927,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0003,512,"(512, 512)",0.25,0.5,512,0,11250.355,201.27530835811143,262.3489254169981,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0003,512,"(512, 512)",0.25,0.5,512,1,5935.2627,195.48227121268252,263.07157749996986,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0003,512,"(512, 512)",0.25,0.5,512,2,10979.33,193.1231379801171,262.23458641703473,sweep_episode_logs/fv=full_lr=0.0003_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0003,1024,"(128, 128)",0.2,0.5,512,0,3121.0525,201.64221697030723,258.67369816696737,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0003,1024,"(128, 128)",0.2,0.5,512,1,5060.3745,199.67991238470026,258.858203959011,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0003,1024,"(128, 128)",0.2,0.5,512,2,4097.635,200.94675384409365,259.36219120799797,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0003,1024,"(128, 128)",0.1,0.5,512,0,8224.794,194.31265854138996,259.16563370800577,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0003,1024,"(128, 128)",0.1,0.5,512,1,5637.973,192.55342065681037,258.6181884590187,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0003,1024,"(128, 128)",0.1,0.5,512,2,7141.0513,197.42961470576785,258.9782532500103,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0003,1024,"(128, 128)",0.25,0.5,512,0,7448.4707,200.61297521808913,258.6434412919916,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0003,1024,"(128, 128)",0.25,0.5,512,1,7337.625,199.8450889413242,258.86900337500265,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0003,1024,"(128, 128)",0.25,0.5,512,2,2361.6,197.0698979251935,258.93858962500235,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0003,1024,"(256, 256)",0.2,0.5,512,0,9841.894,190.74720858061042,259.09055199997965,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0003,1024,"(256, 256)",0.2,0.5,512,1,8033.564,199.7272316108968,258.91755629202817,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0003,1024,"(256, 256)",0.2,0.5,512,2,5838.1616,195.55248782528318,259.73922983399825,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0003,1024,"(256, 256)",0.1,0.5,512,0,8437.059,191.9083631009215,259.33455020800466,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0003,1024,"(256, 256)",0.1,0.5,512,1,6773.013,199.7028714590589,259.0740474589984,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0003,1024,"(256, 256)",0.1,0.5,512,2,7554.952,194.78240440559617,258.65797137498157,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0003,1024,"(256, 256)",0.25,0.5,512,0,6634.855,196.0578862492014,258.8465254170005,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0003,1024,"(256, 256)",0.25,0.5,512,1,5605.1704,198.7501049575946,258.8208071250119,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0003,1024,"(256, 256)",0.25,0.5,512,2,6262.851,201.60583338601862,258.4985710000037,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0003,1024,"(512, 512)",0.2,0.5,512,0,6441.382,200.09724497860748,258.39336883398937,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0003,1024,"(512, 512)",0.2,0.5,512,1,3690.9731,196.8066867484079,258.448350458988,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0003,1024,"(512, 512)",0.2,0.5,512,2,4132.036,197.55714007197074,258.55509150004946,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0003,1024,"(512, 512)",0.1,0.5,512,0,7649.2676,194.82414214108678,258.183891957975,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0003,1024,"(512, 512)",0.1,0.5,512,1,6373.959,190.74206664570517,257.95522141602123,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0003,1024,"(512, 512)",0.1,0.5,512,2,7268.918,202.78754513734359,257.6858621669817,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0003,1024,"(512, 512)",0.25,0.5,512,0,3265.1836,199.8152270565759,257.81603824999183,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0003,1024,"(512, 512)",0.25,0.5,512,1,4459.0093,208.34278834676888,257.78379887499614,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0003,1024,"(512, 512)",0.25,0.5,512,2,6518.481,207.5456947289381,258.2166657089838,sweep_episode_logs/fv=full_lr=0.0003_rollout=1024_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0003,2048,"(128, 128)",0.2,0.5,512,0,6282.3325,206.4033423924821,258.2175330420141,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0003,2048,"(128, 128)",0.2,0.5,512,1,7483.38,199.2394051500085,257.38194683298934,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0003,2048,"(128, 128)",0.2,0.5,512,2,5549.9385,197.12490987654525,257.98103066696785,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0003,2048,"(128, 128)",0.1,0.5,512,0,4797.867,188.4183157883514,257.79890850000083,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0003,2048,"(128, 128)",0.1,0.5,512,1,5470.584,192.2802601165377,257.851804875012,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0003,2048,"(128, 128)",0.1,0.5,512,2,6238.1377,190.49134081014085,257.9452111250139,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0003,2048,"(128, 128)",0.25,0.5,512,0,4381.9336,190.47684975728788,257.8055955829914,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0003,2048,"(128, 128)",0.25,0.5,512,1,10251.7705,200.68889203002846,258.7552289160085,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0003,2048,"(128, 128)",0.25,0.5,512,2,5239.0107,196.68728031766085,258.08781545900274,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0003,2048,"(256, 256)",0.2,0.5,512,0,5692.786,201.76207953408132,258.14666654198663,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0003,2048,"(256, 256)",0.2,0.5,512,1,8165.2305,199.20207112371332,258.15011550002964,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0003,2048,"(256, 256)",0.2,0.5,512,2,7963.9863,199.9560019850834,258.10815233399626,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0003,2048,"(256, 256)",0.1,0.5,512,0,5660.0537,193.70610826871666,258.46462370897643,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0003,2048,"(256, 256)",0.1,0.5,512,1,7212.2827,195.72880826000977,257.47906425001565,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0003,2048,"(256, 256)",0.1,0.5,512,2,6305.136,189.93059619147826,257.9101315829903,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0003,2048,"(256, 256)",0.25,0.5,512,0,8101.6167,193.92423456110564,257.4388229579781,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0003,2048,"(256, 256)",0.25,0.5,512,1,9082.754,192.45605789494795,257.24956795800244,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0003,2048,"(256, 256)",0.25,0.5,512,2,8391.198,200.03598563653887,258.56458433397347,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0003,2048,"(512, 512)",0.2,0.5,512,0,5845.3154,201.21248798811342,258.15790579200257,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0003,2048,"(512, 512)",0.2,0.5,512,1,6287.299,199.55311015728162,258.38390408299165,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0003,2048,"(512, 512)",0.2,0.5,512,2,6176.3335,197.89026432759002,258.28515924996464,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0003,2048,"(512, 512)",0.1,0.5,512,0,5843.138,193.3736848102183,257.9004612090066,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0003,2048,"(512, 512)",0.1,0.5,512,1,6490.5474,194.93776366411572,258.0469802080188,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0003,2048,"(512, 512)",0.1,0.5,512,2,5704.6753,190.69753647451742,258.1778324589832,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0003,2048,"(512, 512)",0.25,0.5,512,0,4147.3877,202.51250414708232,257.89569654199295,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0003,2048,"(512, 512)",0.25,0.5,512,1,11057.482,199.11852318859752,258.49439470801735,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0003,2048,"(512, 512)",0.25,0.5,512,2,5237.898,202.6230368263167,257.9185715839849,sweep_episode_logs/fv=full_lr=0.0003_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0001,512,"(128, 128)",0.2,0.5,512,0,14442.386,200.18831108368641,262.93801041599363,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0001,512,"(128, 128)",0.2,0.5,512,1,6121.466,194.83631729255544,262.07829466700787,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0001,512,"(128, 128)",0.2,0.5,512,2,13105.533,191.74192402187015,262.99480216699885,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0001,512,"(128, 128)",0.1,0.5,512,0,4980.666,188.35347451488778,262.35828366701026,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0001,512,"(128, 128)",0.1,0.5,512,1,5975.599,192.68546029784233,263.14744320802856,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0001,512,"(128, 128)",0.1,0.5,512,2,6099.4746,190.22648588305287,262.2790618749568,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0001,512,"(128, 128)",0.25,0.5,512,0,6272.5493,195.00202839536996,262.29110062494874,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0001,512,"(128, 128)",0.25,0.5,512,1,5759.328,190.86474897528186,262.02231425000355,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0001,512,"(128, 128)",0.25,0.5,512,2,13268.492,194.20369654353468,262.83122749999166,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0001,512,"(256, 256)",0.2,0.5,512,0,8355.958,196.769200135343,262.55831845797366,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0001,512,"(256, 256)",0.2,0.5,512,1,5688.0537,189.43129679439534,263.0763124160003,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0001,512,"(256, 256)",0.2,0.5,512,2,7054.7163,193.02044365492785,262.6814147499972,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0001,512,"(256, 256)",0.1,0.5,512,0,4808.365,194.41543879454284,263.0003881250159,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0001,512,"(256, 256)",0.1,0.5,512,1,7364.611,190.51187077740406,262.36627279099775,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0001,512,"(256, 256)",0.1,0.5,512,2,6599.9434,188.84041903672403,262.62423950002994,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0001,512,"(256, 256)",0.25,0.5,512,0,9932.727,195.57657930528754,263.04457866598386,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0001,512,"(256, 256)",0.25,0.5,512,1,3455.7253,193.5744531508778,262.9613207920338,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0001,512,"(256, 256)",0.25,0.5,512,2,13865.294,189.06527050412814,262.0413573330152,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0001,512,"(512, 512)",0.2,0.5,512,0,10682.878,196.80638833388383,262.37537570804125,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0001,512,"(512, 512)",0.2,0.5,512,1,12893.383,196.93623002307442,262.40416249999544,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0001,512,"(512, 512)",0.2,0.5,512,2,9377.77,185.5748925136465,261.8534870840376,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0001,512,"(512, 512)",0.1,0.5,512,0,7465.7246,197.7557631697082,262.653388708015,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0001,512,"(512, 512)",0.1,0.5,512,1,4106.758,190.2449569411067,261.8166900840006,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0001,512,"(512, 512)",0.1,0.5,512,2,5331.6284,191.38867373825718,257.3191305419896,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0001,512,"(512, 512)",0.25,0.5,512,0,12115.818,198.83465456291134,256.21190979203675,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0001,512,"(512, 512)",0.25,0.5,512,1,6842.8022,195.0730705143796,256.665976499964,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0001,512,"(512, 512)",0.25,0.5,512,2,11231.588,194.91356389641538,257.1782949999906,sweep_episode_logs/fv=full_lr=0.0001_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0001,1024,"(128, 128)",0.2,0.5,512,0,3783.1433,191.67140326529713,253.726434583019,sweep_episode_logs/fv=full_lr=0.0001_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0001,1024,"(128, 128)",0.2,0.5,512,1,6250.5654,193.98888556598746,253.44195683300495,sweep_episode_logs/fv=full_lr=0.0001_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0001,1024,"(128, 128)",0.2,0.5,512,2,6299.4224,198.3810038025561,253.351395124977,sweep_episode_logs/fv=full_lr=0.0001_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0001,1024,"(128, 128)",0.1,0.5,512,0,5963.073,191.17015820759542,253.60382270801347,sweep_episode_logs/fv=full_lr=0.0001_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0001,1024,"(128, 128)",0.1,0.5,512,1,5052.482,194.74806658987993,252.71043487498537,sweep_episode_logs/fv=full_lr=0.0001_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0001,1024,"(128, 128)",0.1,0.5,512,2,4389.607,187.7303902773303,253.1860319999978,sweep_episode_logs/fv=full_lr=0.0001_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0001,1024,"(128, 128)",0.25,0.5,512,0,10479.49,197.62873141552208,253.19910029199673,sweep_episode_logs/fv=full_lr=0.0001_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0001,1024,"(128, 128)",0.25,0.5,512,1,8764.626,198.06515748659382,253.12823675002437,sweep_episode_logs/fv=full_lr=0.0001_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0001,1024,"(128, 128)",0.25,0.5,512,2,4800.8955,201.28565171906513,253.5145405419753,sweep_episode_logs/fv=full_lr=0.0001_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0001,1024,"(256, 256)",0.2,0.5,512,0,7504.75,199.1882748158401,252.55066379200434,sweep_episode_logs/fv=full_lr=0.0001_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0001,1024,"(256, 256)",0.2,0.5,512,1,8254.74,193.24453687148224,253.0362729159533,sweep_episode_logs/fv=full_lr=0.0001_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
