feature_variant,lr,rollout_len,hidden_sizes,clip_coef,reward_temperature,max_episode_steps,seed,val_mse,final_reward,train_time_sec,episode_reward_log
no_history,0.0001,2048,"(512, 512)",0.1,0.5,512,1,7141.6426,196.86780642241553,220.3459039160516,sweep_episode_logs/fv=no_history_lr=0.0001_rollout=2048_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0001,2048,"(512, 512)",0.1,0.5,512,2,5875.9194,189.56736891523383,220.61583374999464,sweep_episode_logs/fv=no_history_lr=0.0001_rollout=2048_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0001,2048,"(512, 512)",0.25,0.5,512,0,5049.839,192.43465035344485,221.10040991602,sweep_episode_logs/fv=no_history_lr=0.0001_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0001,2048,"(512, 512)",0.25,0.5,512,1,7384.846,193.68561096647335,220.71736429200973,sweep_episode_logs/fv=no_history_lr=0.0001_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0001,2048,"(512, 512)",0.25,0.5,512,2,6406.619,201.2131498007275,221.16693387494888,sweep_episode_logs/fv=no_history_lr=0.0001_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,512,"(128, 128)",0.2,0.5,512,0,4530.909,199.69926426078126,224.45903591695242,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,512,"(128, 128)",0.2,0.5,512,1,4855.4766,197.78750401745913,224.19457670894917,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,512,"(128, 128)",0.2,0.5,512,2,4631.269,199.90923039497102,224.04308995907195,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,512,"(128, 128)",0.1,0.5,512,0,11306.545,190.1039039592076,224.6514472910203,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,512,"(128, 128)",0.1,0.5,512,1,10832.21,202.0907652022857,224.68466287490446,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,512,"(128, 128)",0.1,0.5,512,2,9163.162,203.4629436019593,224.52991333289538,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,512,"(128, 128)",0.25,0.5,512,0,7269.554,193.6655295957535,224.69005958398338,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,512,"(128, 128)",0.25,0.5,512,1,9761.836,197.38970449219582,224.68155066703912,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,512,"(128, 128)",0.25,0.5,512,2,4236.1226,193.83524004636257,225.3249484578846,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,512,"(256, 256)",0.2,0.5,512,0,1851.5378,201.6997876303501,225.27444691595156,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,512,"(256, 256)",0.2,0.5,512,1,3923.0237,197.71517602588852,225.1814621250378,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,512,"(256, 256)",0.2,0.5,512,2,7319.3545,194.2898032086998,225.1328739579767,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,512,"(256, 256)",0.1,0.5,512,0,3816.4978,197.18194144267164,225.1702483750414,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,512,"(256, 256)",0.1,0.5,512,1,8941.232,203.53990098612098,225.19809887500014,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,512,"(256, 256)",0.1,0.5,512,2,2666.4504,197.40355431350943,224.96625575004146,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,512,"(256, 256)",0.25,0.5,512,0,3297.5813,202.46348610433856,224.65112554095685,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,512,"(256, 256)",0.25,0.5,512,1,4169.087,200.95371117773465,224.53457983303815,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,512,"(256, 256)",0.25,0.5,512,2,6439.873,205.94106340762877,224.47561445797328,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,512,"(512, 512)",0.2,0.5,512,0,6904.4575,205.35514302418838,224.09616812504828,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,512,"(512, 512)",0.2,0.5,512,1,6952.2085,195.26948399061007,224.65158883400727,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,512,"(512, 512)",0.2,0.5,512,2,9736.506,200.54148217087786,224.39177850005217,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,512,"(512, 512)",0.1,0.5,512,0,6687.406,201.5040231843389,224.390294957906,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,512,"(512, 512)",0.1,0.5,512,1,11288.793,195.8672595677756,224.3755365840625,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,512,"(512, 512)",0.1,0.5,512,2,5592.125,195.9780361693946,224.6403382079443,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,512,"(512, 512)",0.25,0.5,512,0,6616.769,203.52518098111784,225.04312166699674,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,512,"(512, 512)",0.25,0.5,512,1,6531.501,193.13808109693164,224.871908791014,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,512,"(512, 512)",0.25,0.5,512,2,3946.8862,201.86403427568823,224.87170766701456,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,1024,"(128, 128)",0.2,0.5,512,0,13909.4795,199.85635540061645,221.70529395807534,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,1024,"(128, 128)",0.2,0.5,512,1,5325.2324,197.6583402953424,221.34961320797447,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,1024,"(128, 128)",0.2,0.5,512,2,7332.882,197.015668676607,221.44270524999592,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,1024,"(128, 128)",0.1,0.5,512,0,8201.353,202.35123131279897,221.54261058405973,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,1024,"(128, 128)",0.1,0.5,512,1,5252.056,203.51749961138358,221.5688010000158,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,1024,"(128, 128)",0.1,0.5,512,2,7780.756,196.62785162808274,221.55757495900616,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,1024,"(128, 128)",0.25,0.5,512,0,67308.99,204.7376195531611,221.7804642500123,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,1024,"(128, 128)",0.25,0.5,512,1,4540.833,199.88376050308963,220.938307250035,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,1024,"(128, 128)",0.25,0.5,512,2,3994.5723,202.5285249163735,221.9750334159471,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,1024,"(256, 256)",0.2,0.5,512,0,5286.0737,205.19290640123126,221.50931162503548,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,1024,"(256, 256)",0.2,0.5,512,1,8823.925,204.17244958939978,221.60398899996653,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,1024,"(256, 256)",0.2,0.5,512,2,5152.1387,199.2008386458577,221.4945137500763,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,1024,"(256, 256)",0.1,0.5,512,0,6340.73,201.0720471979263,221.16026741603855,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,1024,"(256, 256)",0.1,0.5,512,1,7143.267,198.19936100662454,221.86842741596047,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,1024,"(256, 256)",0.1,0.5,512,2,5172.1104,201.62283590052328,221.4048294579843,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,1024,"(256, 256)",0.25,0.5,512,0,12684.965,198.83707612349752,221.78588304191362,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,1024,"(256, 256)",0.25,0.5,512,1,6316.1562,201.2509729576842,222.02941524994094,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,1024,"(256, 256)",0.25,0.5,512,2,2839.0007,209.3407824793097,221.88461454201024,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,1024,"(512, 512)",0.2,0.5,512,0,7600.121,204.40657170023027,222.34016987506766,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,1024,"(512, 512)",0.2,0.5,512,1,11427.933,206.1101666634745,221.80329850001726,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,1024,"(512, 512)",0.2,0.5,512,2,4816.3076,197.93693250260264,221.6923025000142,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,1024,"(512, 512)",0.1,0.5,512,0,7307.132,202.11732627144653,221.7160566659877,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,1024,"(512, 512)",0.1,0.5,512,1,6682.545,195.6150076237859,222.0133659580024,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,1024,"(512, 512)",0.1,0.5,512,2,5342.7505,193.31773501967453,221.8921799159143,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,1024,"(512, 512)",0.25,0.5,512,0,10272.27,203.89114602361263,221.53690466692206,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,1024,"(512, 512)",0.25,0.5,512,1,5171.321,198.85484224251155,221.62303570797667,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,1024,"(512, 512)",0.25,0.5,512,2,3671.5327,202.26454788944497,221.52390712499619,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=1024_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,2048,"(128, 128)",0.2,0.5,512,0,9548.173,208.150813356016,220.87436883396003,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,2048,"(128, 128)",0.2,0.5,512,1,9486.734,203.37644166018828,220.57985574996565,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,2048,"(128, 128)",0.2,0.5,512,2,11276.639,191.7133610992151,221.01329254207667,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,2048,"(128, 128)",0.1,0.5,512,0,4585.896,188.25033980497764,221.5871399169555,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,2048,"(128, 128)",0.1,0.5,512,1,7741.1772,191.7435304540317,221.46054541692138,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,2048,"(128, 128)",0.1,0.5,512,2,6137.6436,189.00186578360888,221.3455393749755,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,2048,"(128, 128)",0.25,0.5,512,0,8242.471,201.75551228540547,221.67492354102433,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,2048,"(128, 128)",0.25,0.5,512,1,27288.742,207.32354371734314,221.7586032919353,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,2048,"(128, 128)",0.25,0.5,512,2,5556.67,199.85305950898587,221.8991308750119,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,2048,"(256, 256)",0.2,0.5,512,0,6617.127,202.346542182803,221.83241883397568,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,2048,"(256, 256)",0.2,0.5,512,1,8641.514,194.74475639534873,221.83888575003948,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,2048,"(256, 256)",0.2,0.5,512,2,7211.98,201.4295705322136,221.40441995800938,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,2048,"(256, 256)",0.1,0.5,512,0,6123.904,197.4631463285419,221.73354995797854,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,2048,"(256, 256)",0.1,0.5,512,1,7220.363,189.42572582369826,222.21986724995077,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,2048,"(256, 256)",0.1,0.5,512,2,5312.0166,189.50999076964553,222.29221424995922,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,2048,"(256, 256)",0.25,0.5,512,0,6655.2344,208.6299548589256,221.7554521659622,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,2048,"(256, 256)",0.25,0.5,512,1,9992.168,203.09311160455337,221.56435266695917,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,2048,"(256, 256)",0.25,0.5,512,2,8492.818,201.4983088580245,221.21622695797123,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,2048,"(512, 512)",0.2,0.5,512,0,6033.3423,203.07197443626077,221.17761904199142,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,2048,"(512, 512)",0.2,0.5,512,1,6683.7515,197.2125034348315,221.12391645798925,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,2048,"(512, 512)",0.2,0.5,512,2,4440.119,202.24654156133835,221.6315800419543,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,2048,"(512, 512)",0.1,0.5,512,0,4733.2554,189.6315603487828,220.8099280409515,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,2048,"(512, 512)",0.1,0.5,512,1,8082.739,192.60974228023588,221.0857878329698,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,2048,"(512, 512)",0.1,0.5,512,2,5499.9136,191.4361066928207,221.36257400002796,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0005,2048,"(512, 512)",0.25,0.5,512,0,9797.796,198.03963310618965,221.15097204199992,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0005,2048,"(512, 512)",0.25,0.5,512,1,10574.347,192.6622530512544,221.4563095420599,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0005,2048,"(512, 512)",0.25,0.5,512,2,3911.7305,198.30414594750886,221.95306725008413,sweep_episode_logs/fv=no_history_lr=0.0005_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=2.csv
