feature_variant,lr,rollout_len,hidden_sizes,clip_coef,reward_temperature,max_episode_steps,val_mse_mean,val_mse_std,final_reward_mean,final_reward_std,train_time_mean,train_time_std
no_history,0.0001,1024,"(256, 256)",0.1,0.2,512,6570.938,140.93214,130.4321352435903,0.8033737038600965,105.60000812533933,0.13669669906143586
no_history,0.0001,1024,"(256, 256)",0.1,0.2,256,6135.172,608.01025,65.55238988839493,0.7735186305089871,105.63988443033304,0.08608225659011347
no_history,0.0001,1024,"(256, 256)",0.1,0.5,512,5752.4233,264.78308,185.2321292158235,3.0099552428440166,105.69222569467577,0.06584586626682579
no_history,0.0001,1024,"(256, 256)",0.1,0.5,256,5909.6616,452.9199,92.78547449463883,1.9887773517853828,105.65867763899344,0.14164063749958927
no_history,0.0001,2048,"(128, 128)",0.2,0.2,512,6013.0317,79.24539,128.7813639181623,1.174282099989772,99.88459223600027,0.14763773517782183
no_history,0.0001,2048,"(128, 128)",0.2,0.2,256,6077.9683,259.41888,65.43844767622356,0.4073015156985413,99.85918094400161,0.11785688228271281
no_history,0.0001,2048,"(128, 128)",0.2,0.5,512,5761.519,780.58057,184.86797675869957,2.6946366954326866,99.98098365298938,0.08223643463679212
no_history,0.0001,2048,"(128, 128)",0.2,0.5,256,5797.08,724.2225,92.9946298998505,2.2147251223060125,100.10349288935929,0.35694212965639777
no_history,0.0001,2048,"(128, 128)",0.1,0.2,512,6219.9585,487.07724,126.50899173208616,5.469392576135723,99.85000762498628,0.09543306026483653
no_history,0.0001,2048,"(128, 128)",0.1,0.2,256,5830.5044,418.5822,64.41738935444171,2.2358121395815305,99.98468662466621,0.12683773037845253
no_history,0.0001,2048,"(128, 128)",0.1,0.5,512,6152.074,486.90598,182.52651853617547,1.3608964542463866,99.83454744467356,0.07228233361752845
no_history,0.0001,2048,"(128, 128)",0.1,0.5,256,5822.8374,259.02798,90.36167805751052,1.5298797583745432,99.78920902765822,0.06074599644933095
no_history,0.0001,2048,"(256, 256)",0.2,0.2,512,5746.35,123.72746,131.48576525439776,1.2312224302042327,99.75752016634215,0.01358399448553443
no_history,0.0001,2048,"(256, 256)",0.2,0.2,256,5976.056,821.9783,65.13426018321871,0.758667616876555,99.90731537468189,0.03285144138435072
no_history,0.0001,2048,"(256, 256)",0.2,0.5,512,5460.1533,495.91043,188.92600894130268,2.9263591639397846,99.90309665266734,0.028716672951474786
no_history,0.0001,2048,"(256, 256)",0.2,0.5,256,5267.655,848.8831,94.53678323002556,0.8785319041634182,99.88120415300364,0.03411824043329647
no_history,0.0001,2048,"(256, 256)",0.1,0.2,512,5751.3657,400.73724,129.44686402788557,3.671865045445971,99.84040529164486,0.05364617466926263
no_history,0.0001,2048,"(256, 256)",0.1,0.2,256,6145.522,567.05853,63.14968453919308,1.1407960399701729,99.8069274033381,0.1283487481195746
no_history,0.0001,2048,"(256, 256)",0.1,0.5,512,5931.5327,519.8647,181.45666525441925,0.4569147462056607,99.85123193033117,0.10012741979010824
no_history,0.0001,2048,"(256, 256)",0.1,0.5,256,5882.4243,727.6998,90.74657709236408,1.6368959284018847,100.05129873599314,0.17320876710229088
