episode,reward
1,184.4760766710288
2,162.97974901624946
3,168.48650975744894
4,179.70727108447446
5,187.40569126423165
6,183.531548677892
7,168.56059259364122
8,193.52182391982888
9,201.67597343307057
10,183.91790506697703
11,190.78598789831972
12,187.07957859313592
13,180.06701370708967
14,178.67612450086702
15,186.36030032276946
16,183.41750584936517
17,175.05450641183623
18,183.30772673904994
19,180.4050282585846
20,185.28922820183908
21,193.5925107788506
22,190.5491460303625
23,190.31642828348774
24,190.29919841496275
25,180.1634048680705
26,194.6952832524818
27,197.89000605788772
28,205.30661501294009
29,186.94565295772784
30,183.4021658927849
31,200.87325208607285
32,179.1824658883201
33,174.64644021071973
34,189.44614731826655
35,177.73270913051235
36,183.744647349815
37,185.12077791863442
38,179.77082717045297
39,182.69616529584252
40,201.30070573154163
41,207.14053732658894
42,198.74656255075138
43,189.22231002803773
44,183.3811344899367
45,189.93723723829774
46,205.38185227969845
47,188.50725581576532
48,181.459237320873
49,202.57349059253653
50,201.55643576625366
51,169.48323228660843
52,192.98267383818268
53,188.55337901204288
54,220.3151361860954
55,204.9519318508921
56,199.22747593297115
57,184.3039149864955
58,198.09920664421116
59,196.60360019993158
60,181.9870572565898
61,205.71413973016246
62,209.68847738555775
63,212.27518174909557
64,187.2080969297836
65,191.76362709279076
66,199.12418342318256
67,199.10949856148554
68,214.45984211118727
69,193.4544544569317
70,191.15934015683635
71,202.78812792860265
72,195.78908525634785
73,200.59351484657498
74,197.34213335657955
75,193.25090611073057
76,186.62882584626567
77,224.949117003901
78,199.29105917512112
79,199.70889472098807
80,190.41297981933582
81,205.98311888165932
82,205.345945116203
83,204.6134892702486
84,198.2711183365259
85,192.11323850052707
86,193.4844948785597
87,205.38610555186267
88,199.5395857520416
89,205.0172711812436
90,193.3265017816241
91,195.8654366579239
92,206.271350477958
93,195.12073645571522
94,204.70297356882722
95,208.95415441979222
96,209.32819728100085
