episode,reward
1,167.01851483728487
2,188.13529191911147
3,178.2435659899614
4,174.55417337015555
5,174.52471819754075
6,177.15733963336663
7,187.0992220882683
8,183.26453154925835
9,173.35353037650444
10,167.9692633434005
11,163.56876760056065
12,172.20150184685593
13,190.0641168062134
14,184.8502267410603
15,186.72854391534185
16,204.91368722408058
17,187.17601704318017
18,189.44767643033327
19,194.1054637369784
20,170.5389093783439
21,187.176866102641
22,207.7485213075573
23,190.64257959575605
24,190.65501830735477
25,210.43259407042595
26,184.517204471912
27,173.07283087647284
28,192.8755116648914
29,191.45932935571554
30,193.47273982057527
31,197.22666937873157
32,194.2743537889102
33,192.98264334941337
34,189.45988971694092
35,194.13255167884597
36,188.5538760270017
37,201.64965252096528
38,178.96493106427295
39,204.35868707433724
40,205.89934859489688
41,196.74372511319834
42,188.2895943017185
43,202.80841511092424
44,197.58202275470111
45,190.50630011959038
46,176.30575860139305
47,198.0592155337647
48,196.4442312653221
49,194.04206088202577
50,200.28012847643436
51,226.88900446192133
52,190.69484064851167
53,211.22558941226802
54,193.15928585892163
55,196.52173530211977
56,204.09517430260456
57,204.608986641042
58,188.92587741917396
59,194.04704686412526
60,198.79820056047942
61,179.23196874719392
62,195.27625640334907
63,197.53734892417376
64,182.58379268462593
65,206.49756650673618
66,199.30483274693376
67,194.4643072278545
68,185.73453815630174
69,208.67064771056278
70,196.84395493351266
71,192.26153835360037
72,197.4816154253285
73,201.69366886432883
74,174.35144190679662
75,192.89361945867847
76,211.7354067062423
77,216.73585960721502
78,195.05136588679545
79,204.10752936738572
80,194.94411431350449
81,193.52917206984506
82,199.1215327112874
83,211.09158586166896
84,198.9262593564474
85,199.69607636830673
86,201.84476025546624
87,211.0506268603888
88,194.81510285624717
89,220.97261502197435
90,192.49469313937604
91,207.3606529932196
92,205.7761436758161
93,196.5337366319966
94,200.76350892790558
95,199.56919547096211
96,198.2952703567526
97,190.14915269555115
