episode,reward
1,179.8728218665376
2,191.26055044843767
3,183.01577124658988
4,179.20799034174095
5,182.36549084333268
6,171.65829537195017
7,169.58089705711748
8,175.00127941348563
9,195.78882190958086
10,174.2799264485883
11,187.46558264226576
12,186.3325053002901
13,182.99743186881545
14,173.62621785665064
15,177.2306502194899
16,183.135482935695
17,202.34507540532036
18,188.59694024201806
19,184.45245387005744
20,183.19363527409845
21,207.00986998952087
22,194.88077877956562
23,175.28931050765576
24,178.83982180131682
25,179.0471941736163
26,192.1769190689331
27,192.68911326142717
28,199.96502628813275
29,181.08258243049585
30,183.52017467332024
31,190.22648306342572
32,174.05360875863778
33,196.38303338430475
34,182.71305307297231
35,187.47936485695342
36,178.57089734630728
37,187.39567182943546
38,195.82400003834374
39,190.74265253516913
40,194.25728380235967
41,203.50970278524062
42,196.11714375969822
43,187.128834432917
44,195.8714359778065
45,179.23441517365097
46,182.61949254517165
47,198.67442659627642
48,187.2029734634669
49,176.7459520501275
50,196.6634384197228
51,174.3779181290397
52,187.84987426588998
53,186.1764664964334
54,202.1457348416557
55,197.75729833056673
56,205.78187245099474
57,184.54719979630397
58,206.78232306085883
59,193.45651448506752
60,197.35372968968605
61,189.81404961525465
62,189.71018784974697
63,194.88065827661273
64,195.8071503530844
65,182.65770681840985
66,206.68530783503124
67,199.0574036989995
68,187.8885253118017
69,192.11211490194856
70,203.45018575021138
71,189.65905973452448
72,178.40645624806695
73,184.3578956000351
74,193.9703868742588
75,183.916278833896
76,195.5667785817714
77,176.97838034947208
78,195.24751523484701
79,204.1980202206618
80,193.57572212062718
81,187.847167080564
82,200.8084071133661
83,201.34588715502167
84,192.7161311381383
85,198.62047117356514
86,194.63834262635362
87,192.51982009641907
88,204.4400987346461
89,193.62598095194568
90,182.10526200049682
91,193.4116533299365
92,181.85035991712053
93,203.88064338592264
94,195.12158099248487
95,185.50405437179666
96,207.6666839557143
