episode,reward
1,168.59027260796432
2,171.40990668724328
3,194.61151509147376
4,166.21294240902378
5,175.2005664924668
6,182.07861208027447
7,173.27456544564745
8,181.8868260490311
9,183.02147834746012
10,177.58212738078484
11,170.75444674641602
12,189.68972592609293
13,185.8557129463362
14,186.15987486958488
15,182.27226867339056
16,197.79086805563324
17,204.89775705246203
18,181.0976874843635
19,174.5702401106905
20,179.87953417979864
21,193.98787710268275
22,172.5011004840178
23,192.96182159476345
24,176.30865795752337
25,184.37449785483366
26,176.378043733855
27,186.197021123017
28,201.58338233496153
29,200.32373355926202
30,180.9636854976661
31,192.2514395012364
32,179.60209068834118
33,199.35616820973462
34,185.398258591522
35,195.56931967521498
36,179.36240573576958
37,202.82866260342976
38,181.17961756169575
39,181.78308651488967
40,198.50638149413564
41,198.3418736842284
42,190.41902010231348
43,194.4151643839012
44,205.12157162050076
45,180.34627229479412
46,191.66044662315164
47,197.61984591424584
48,183.19338184060837
49,188.0204254117088
50,192.97380471533103
51,188.7064951752594
52,186.29206469882175
53,199.58789745023793
54,200.45581365429786
55,188.346653376536
56,190.57429906717775
57,185.59256110624708
58,200.18140011722986
59,191.06314559769757
60,205.79813225896876
61,195.6415659909118
62,197.14251202457817
63,197.13980913463664
64,195.6420326073892
65,192.50598441434948
66,190.51742104157861
67,202.87520076505916
68,182.9228419525608
69,190.08740965811234
70,180.1225757757089
71,192.9521209509396
72,191.549370960196
73,184.6144289712441
74,185.84316797701155
75,173.53871418020373
76,178.29812472079567
77,181.05883670836906
78,190.75908834847837
79,193.3384543199816
80,186.48156746860715
81,189.3596732285765
82,199.12958051709234
83,191.92262103226008
84,188.765311804492
85,202.45918603971836
86,208.51102788212523
87,191.1806870602484
88,212.88822224098183
89,199.15632199329033
90,185.8813545243711
91,211.79490843840026
92,200.30908600110007
93,188.67072020966575
94,191.9254681986027
95,198.45162270424154
96,186.6144118057065
