episode,reward
1,171.63796557666302
2,192.4079991053836
3,187.94315878508795
4,181.23871036199708
5,184.61155521403484
6,179.31745579614798
7,180.53804171216132
8,178.87175647833732
9,186.26024820618497
10,177.98039548491346
11,185.5164014950836
12,168.62135097839047
13,180.0797402590325
14,174.44383393128663
15,191.0469078262134
16,194.17478948976344
17,195.12363236724627
18,178.9496211825399
19,189.45059819090096
20,190.7423733047692
21,178.55003600659924
22,182.34338565172368
23,178.26702164240547
24,205.70452548457712
25,181.92831329784445
26,186.76709347964857
27,203.8032680664226
28,205.19413366284493
29,195.51180254624683
30,181.27925126787022
31,193.19879183054312
32,192.95266547354908
33,201.82103669712748
34,201.04982771106918
35,192.11430637879076
36,193.05790862716654
37,194.3871513384963
38,187.1748418597314
39,198.53496539620113
40,197.74707077189393
41,202.86353808362324
42,190.5826527913389
43,186.97920050642392
44,177.88993509277853
45,202.40775786435617
46,183.38109200638635
47,205.49010292469558
48,192.60424545281106
49,202.8856637170543
50,186.5039738568842
51,192.41225041139435
52,179.57770847900184
53,182.19192937370315
54,192.7904294352664
55,188.10355850758214
56,195.46181078542628
57,179.78562043285453
58,183.3404221597624
59,179.50763838582935
60,204.03691000533647
61,185.88607672954308
62,191.81911267297454
63,179.08621559752274
64,197.47255003265872
65,200.33226108622483
66,209.56839491711378
67,203.9014124786426
68,195.96882445345037
69,199.000454525697
70,196.95130132013293
71,203.4448031725139
72,195.24781460327094
73,186.16789573971622
74,198.4590471511406
75,188.75234101955797
76,200.60283070719981
77,193.9375659583778
78,196.2974789038208
79,194.33481882555358
80,177.9439969896505
81,200.1733791828022
82,205.40978918100024
83,196.28553655176768
84,207.3298940482504
85,219.57431019945648
86,201.80455493331831
87,200.768072152947
88,202.61012033093775
89,195.04969531777533
90,178.88937007263522
91,213.1447428943769
92,205.18317060046843
93,207.30611852364532
94,192.37783734674284
95,192.78105853437484
96,187.46121494580402
