episode,reward
1,180.53132289711849
2,163.69581716782218
3,174.26141936531045
4,186.07742058775443
5,192.05339035487802
6,168.07886477241178
7,191.6702946641775
8,170.6264458765484
9,184.39366308987658
10,168.6500938642445
11,176.85497105911918
12,183.81428834741695
13,189.3048341099098
14,184.1722390593583
15,179.15870414873126
16,183.9644064236939
17,177.79119568879295
18,183.61862268411838
19,195.32553244193184
20,188.2892337423865
21,184.0543951833474
22,195.9022857323324
23,185.8981111668925
24,178.71454882235514
25,194.77056727797833
26,192.02180121943545
27,186.5782131802895
28,193.24706270384738
29,167.98196642782418
30,199.46899109223676
31,183.1117995160952
32,196.05741237070666
33,182.07703382409235
34,180.86574546793207
35,193.76604530011895
36,170.70012787180983
37,185.30064158778353
38,181.5924229394989
39,188.18062987975057
40,183.11622138511393
41,193.40313540316885
42,195.38943056737733
43,188.00760058037497
44,193.03340338544632
45,188.47360436789043
46,177.12064293231418
47,173.32915337881684
48,186.57648851073776
49,178.51095391981863
50,178.39657031892378
51,179.26265536999537
52,173.89165774877003
53,184.67211870080789
54,177.62562709763776
55,163.01883245094987
56,185.7746530285132
57,180.67525945635086
58,173.9632912934223
59,177.0321332825725
60,185.20585944476446
61,186.1632354643859
62,172.73678336687877
63,180.33690538094598
64,179.06894659722866
65,164.2988304988863
66,175.87667909684683
67,184.93991252567486
68,200.79696554705106
69,178.3360416294377
70,186.72352430183443
71,188.6395947596806
72,196.37874789127977
73,195.70251546206126
74,180.79861724067442
75,197.14990306790892
76,189.6376568245044
77,191.4131735279395
78,193.35828279115955
79,182.66285853871707
80,176.33968470628753
81,204.21066219200907
82,199.642592082867
83,179.62090816969254
84,193.58463147464968
85,189.21623517509843
86,183.72334389645064
87,196.08277572153395
88,201.50847034557273
89,186.88064644351
90,178.21661242715453
91,178.18746874419668
92,190.78712839229374
93,202.34224968107293
94,199.1420220635802
95,201.62693295044352
96,187.73590240543416
97,197.89972458783188
