episode,reward
1,175.8057611956929
2,177.94311898774117
3,169.93662161437217
4,166.7670054953716
5,189.72553706262238
6,190.8830304111069
7,156.7490581741633
8,175.3673484171426
9,185.77707105535436
10,176.02122068534592
11,181.81454782301302
12,178.79694433109302
13,200.66476506030156
14,173.43525680633013
15,181.74475361669593
16,182.9974491988379
17,172.7975061352846
18,177.47217453244852
19,187.6287394088078
20,192.8982560434415
21,187.56765576294032
22,182.99305493368826
23,193.53172516973487
24,191.31258755957697
25,190.12945021361847
26,185.1692712465304
27,176.4225867613934
28,196.6677840746605
29,191.81411030176596
30,190.739149779328
31,202.57894971209404
32,184.00319220852091
33,194.98670745000683
34,193.87471424832225
35,194.6261613221326
36,196.6991255728326
37,199.33826892742712
38,190.95705766515312
39,193.66722570963262
40,205.7349461037849
41,190.49205878564567
42,189.9432939673099
43,186.3839345039495
44,205.0256453509848
45,204.15942730937903
46,175.16892025169793
47,207.17236624623325
48,206.92844758044137
49,183.8017336723856
50,203.54393391757029
51,194.46654240656378
52,203.3974657872062
53,194.72291933868067
54,190.90279681260395
55,199.71976586996803
56,194.21070310512306
57,196.08926419983868
58,206.11700692061459
59,194.83023109359493
60,194.2146273015978
61,204.10138457218875
62,185.4041957935973
63,192.69139869971474
64,199.06734300882434
65,178.6751901987167
66,199.42443017454602
67,195.42609272935965
68,194.81859080545303
69,204.75873342305718
70,191.907988531945
71,197.06064682207267
72,194.13742773689972
73,199.63935602780677
74,201.05740880010734
75,204.0832396490418
76,208.76272405246692
77,191.1680104243028
78,191.32254599000552
79,173.43421662849534
80,202.40305155615707
81,193.8187925228719
82,191.63705988185373
83,205.50177187515453
84,197.92324630518198
85,191.75091866740354
86,195.60222408646692
87,180.5782720752088
88,194.662669669654
89,205.15291562974085
90,192.19180837259583
91,193.9977639235927
92,204.7835131370778
93,196.3684365287765
94,180.39692742922222
95,179.75736738427244
96,197.61305009679748
97,185.59796612689814
