episode,reward
1,181.76420888049716
2,171.78692471052156
3,176.61080560785086
4,172.33407405486892
5,175.7198848054744
6,176.60097631751873
7,181.91267809326297
8,171.55974713541056
9,174.62510604732563
10,181.99821047003132
11,186.5639802572058
12,171.13902982494142
13,186.40232414994267
14,176.74467924515773
15,176.72056135026307
16,173.95199898413594
17,193.5859017553183
18,194.63613691616422
19,181.95098982854375
20,203.75101481544905
21,163.9950585167814
22,189.89577844495977
23,186.17201302748654
24,181.75523290674087
25,201.25767077477627
26,194.1824959400256
27,190.3424921713617
28,183.32319743070627
29,191.03294632489477
30,184.023280205578
31,185.5648806044378
32,189.04320896768542
33,188.73872772595476
34,187.6368661751242
35,181.24836408106455
36,184.4773609902738
37,180.53380895506487
38,187.12854462146453
39,170.46844844204935
40,191.9264201870666
41,166.3840707262956
42,181.1782276011782
43,192.87109749721856
44,176.95842231547329
45,191.9093470112252
46,187.97527983206746
47,181.47286867945581
48,188.40356555569105
49,207.27966661911256
50,209.51083117224985
51,185.82981544096077
52,204.84310441528874
53,213.02469991370157
54,190.24305165336128
55,192.02125145548527
56,200.47763175607216
57,184.37529113702445
58,201.55545659618292
59,202.96044802199862
60,195.23153080001433
61,191.17527713540653
62,199.3147279626174
63,194.36991740372963
64,189.27355628207533
65,189.69379596463233
66,185.54081267150275
67,204.877790861316
68,201.38771585853038
69,211.64798525968737
70,192.12664980248618
71,201.13147306294363
72,189.32704935853792
73,198.35760404211095
74,199.84968147153336
75,205.81550207160305
76,194.57853825507976
77,192.5428619670113
78,201.34804375239963
79,198.3242158188579
80,191.4422388741166
81,203.44561568363582
82,185.01051781491688
83,198.0172196718302
84,190.47498829666839
85,202.10548926509787
86,202.06647332668487
87,199.78995341793532
88,188.81669281962553
89,193.57110033278673
90,185.31509230694334
91,194.42991723819938
92,205.52855523422716
93,192.30456686619576
94,192.36851188387553
95,206.24503217588818
96,201.1804729337272
