episode,reward
1,175.70848538124417
2,170.47549676863628
3,186.16647626399796
4,164.96160122857663
5,183.90626945001364
6,184.1108500270931
7,171.67203295969446
8,180.11792951132873
9,192.6781383432533
10,169.1652767274194
11,179.91186382414276
12,178.3977169167011
13,175.89409962173212
14,185.03947745769804
15,173.01311457000162
16,169.98133219982319
17,170.14958797303098
18,184.3108140652843
19,177.4823280074338
20,164.01746962320536
21,191.04941336668463
22,186.63134333549763
23,181.34495123114147
24,191.08690242607813
25,210.68408494786883
26,197.3204432679405
27,172.82322456511045
28,192.53412996586468
29,178.08797820987087
30,187.55583256462413
31,184.50436190040222
32,191.062392383971
33,170.04817688720348
34,202.6884580018653
35,196.85725167168735
36,191.96232172817162
37,191.70056073268708
38,192.75815196370482
39,186.69494389651356
40,178.76221127918754
41,172.0686208331212
42,188.29173615420146
43,189.2709579667956
44,181.03086912158707
45,203.00405777397054
46,190.01900896918977
47,189.31002220038707
48,190.95640329981993
49,207.85616758311357
50,202.6333234927975
51,196.89931753181193
52,193.39063851408625
53,179.89286471653108
54,181.62574885413255
55,171.04381441742984
56,177.02676435618434
57,185.27332316935667
58,189.85115334641796
59,183.06074747996107
60,174.05942165330103
61,193.55255567205884
62,198.79245204655933
63,181.26183127066244
64,186.3952045625854
65,176.9844284164588
66,191.94874289827843
67,194.24159038319314
68,211.19568820405956
69,178.27086364843046
70,190.5139166977599
71,184.5675698849833
72,191.95704863329814
73,200.72412219090228
74,178.27318369187577
75,196.54605108924264
76,201.7453289846521
77,197.6330545331387
78,186.50210795503904
79,192.4911112157468
80,190.3677126661255
81,190.4977408758795
82,179.82804038671912
83,184.30149393718193
84,200.89804018808204
85,204.9168301520167
86,196.7416586446578
87,191.72050320724446
88,185.93689123074623
89,207.85235062087813
90,192.94232170410697
91,187.90839198764348
92,179.29602652675226
93,189.12175138326302
94,188.16842472842268
95,189.58407745492045
96,212.35818542960436
