episode,reward
1,176.72473028023882
2,175.05763394199607
3,173.68366578064683
4,170.05935440916753
5,175.71868108308598
6,183.58944186989447
7,176.03059926835292
8,172.64572574414953
9,176.71638858969612
10,186.78573914690003
11,185.64814278477954
12,169.57309215945307
13,185.81105985438086
14,176.84275226263844
15,176.2449682644538
16,186.44062710048107
17,175.94717021070312
18,192.90700910834036
19,185.23712270918264
20,182.69319365537612
21,180.44380447163851
22,179.0932233318205
23,187.12115846354732
24,193.88244323687718
25,179.76265210458655
26,183.18976311292352
27,201.82560973527717
28,181.7973173713462
29,198.29480864371354
30,194.49525962962278
31,193.79693176785642
32,182.4659587388441
33,183.97138002799778
34,182.2454199585975
35,179.83229786353434
36,200.04526564932402
37,184.1072162041796
38,192.03881074825736
39,184.54288850520587
40,192.5644939124507
41,189.5675902809238
42,194.46461608512206
43,196.6307502002558
44,172.88311725842408
45,190.85856614528916
46,171.4546383277091
47,187.7156322854329
48,197.82139671616036
49,183.92314189492993
50,176.6327752759621
51,186.20317258362635
52,179.42428725156012
53,197.222540558649
54,179.55078995346733
55,195.75624894146645
56,191.1100801807434
57,191.4996283608253
58,189.1689353913692
59,185.78168484820102
60,207.72781443601326
61,203.90568743628097
62,205.57624060849318
63,205.9044157467595
64,191.06902751431983
65,183.65448323542068
66,190.98335401771732
67,181.13656806494055
68,188.25868790286236
69,197.16707872376764
70,171.56692328996309
71,188.43748832940352
72,187.44865381345858
73,195.6127426320439
74,192.949290671562
75,194.78233144271545
76,212.13868114472902
77,189.72218922621036
78,203.74708113096767
79,209.3455911519399
80,194.3577289024687
81,194.4759850063112
82,191.24213606024747
83,195.58815519561844
84,194.85543938664685
85,217.9845803441207
86,194.3065170267484
87,199.62310493918005
88,201.27444018649442
89,214.14394909887682
90,200.74294766866387
91,220.8348971090159
92,201.72561088545493
93,202.9195638721552
94,218.03913671823852
95,208.54730673840368
96,203.03727177597307
