episode,reward
1,185.3688501305391
2,159.09842003652395
3,176.38417344943258
4,165.26334762603796
5,171.8909773729415
6,186.2929782226848
7,181.41852158177545
8,177.98360832883816
9,180.0080662083657
10,178.72729260132678
11,163.44335834315476
12,181.29591554498717
13,178.20029096909914
14,173.29428068341574
15,179.6159709460698
16,188.1917993257271
17,167.18152730091583
18,164.4994853381854
19,178.52163405238696
20,177.83131027570036
21,181.68969462023944
22,184.8227623452133
23,161.46502442433118
24,186.55893141362506
25,176.609875503636
26,188.4056735986222
27,182.11552536505224
28,192.44017406154046
29,188.80503689787642
30,174.7668362232215
31,186.3258370769382
32,188.81626719014807
33,188.29919443758698
34,190.3257778694949
35,194.00261617247378
36,184.0508744173496
37,193.22847110178546
38,187.11853850708286
39,179.22810346527297
40,190.70319374725784
41,172.51909788072413
42,190.47057169681761
43,197.57912580051223
44,174.44534186992732
45,197.0673469085454
46,175.22316774104692
47,188.75351401474936
48,192.4791815154182
49,193.60954414830084
50,182.53574251363295
51,188.22005491755044
52,173.2662460178845
53,187.68462716971564
54,182.669708202789
55,180.12417244377033
56,177.824073380372
57,185.27716939705994
58,182.31965312910714
59,175.18272394910537
60,186.49663555787527
61,187.2576052345084
62,196.0940396542535
63,189.3906476385434
64,194.34786598894095
65,191.68070786652618
66,185.74876729987565
67,184.36988850479037
68,187.67138809533694
69,186.41615363187452
70,178.69773794909963
71,205.3941628208986
72,204.22255979432242
73,199.55328751254325
74,203.68568042073503
75,191.73184828116516
76,196.67409046068076
77,196.6083905844451
78,191.7647320412465
79,188.80343149928123
80,187.35723337442033
81,194.44343965157088
82,176.57397661544516
83,178.33245423829092
84,197.07700699136623
85,198.21551410381443
86,190.66452293339555
87,189.23076981997025
88,204.53636028741224
89,208.55430153440997
90,184.58835171491904
91,193.949820681319
92,178.3978431211622
93,186.45899989877282
94,184.84624994881355
95,202.54891862180386
96,180.79617438683232
